LEVEL,YEAR,NAME,AREA,NO_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F
DISTRICT,2011,Khordha ,Urban,246908,1084316,571328,512988,106417,55820,50597,108044,55744,52300,47253,25277,21976,890256,485826,404430,194060,85502,108558,392551,313354,79197,341000,281831,59169,3760,3269,491,5978,4695,1283,17904,14798,3106,313358,259069,54289,51551,31523,20028,1446,887,559,3789,2531,1258,3816,2373,1443,42500,25732,16768,46085,27903,18182,1399,847,552,2894,1953,941,3270,2079,1191,38522,23024,15498,5466,3620,1846,47,40,7,895,578,317,546,294,252,3978,2708,1270,691765,257974,433791
DISTRICT,2011,Khordha ,Rural,247304,1167357,595809,571548,130977,68059,62918,189428,95784,93644,67798,33817,33981,859680,471689,387991,307677,124120,183557,399642,332526,67116,291625,261347,30278,76033,72996,3037,58094,49942,8152,11162,9580,1582,146336,128829,17507,108017,71179,36838,11423,8398,3025,48413,32666,15747,6589,3179,3410,41592,26936,14656,89558,60641,28917,9503,7245,2258,40419,28073,12346,5228,2655,2573,34408,22668,11740,18459,10538,7921,1920,1153,767,7994,4593,3401,1361,524,837,7184,4268,2916,767715,263283,504432
DISTRICT,2011,Kheri,Urban,83832,461035,242508,218527,60739,31862,28877,42395,22527,19868,929,524,405,287110,161005,126105,173925,81503,92422,138740,119297,19443,108349,96685,11664,9958,9454,504,11414,10261,1153,5040,4125,915,81937,72845,9092,30391,22612,7779,1003,852,151,5521,4823,698,2955,1386,1569,20912,15551,5361,25844,19420,6424,893,755,138,4790,4213,577,1868,1045,823,18293,13407,4886,4547,3192,1355,110,97,13,731,610,121,1087,341,746,2619,2144,475,322295,123211,199084
DISTRICT,2011,Kheri,Rural,661245,3560208,1880679,1679529,601557,312944,288613,1019387,536713,482674,52446,26460,25986,1746934,1076152,670782,1813274,804527,1008747,1125978,939186,186792,849900,758812,91088,469557,439989,29568,246466,219883,26583,23350,14852,8498,110527,84088,26439,276078,180374,95704,48705,28969,19736,158741,115590,43151,16492,6448,10044,52140,29367,22773,228603,154061,74542,38824,23941,14883,134645,100937,33708,11901,4697,7204,43233,24486,18747,47475,26313,21162,9881,5028,4853,24096,14653,9443,4591,1751,2840,8907,4881,4026,2434230,941493,1492737
DISTRICT,2011,Kheda,Urban,107165,523609,270530,253079,58908,31560,27348,28837,14799,14038,13061,6802,6259,403002,220035,182967,120607,50495,70112,175903,146051,29852,153408,132291,21117,7410,7014,396,17578,14422,3156,2668,2035,633,125752,108820,16932,22495,13760,8735,506,341,165,5021,2103,2918,591,288,303,16377,11028,5349,19814,12130,7684,490,332,158,4422,1944,2478,513,255,258,14389,9599,4790,2681,1630,1051,16,9,7,599,159,440,78,33,45,1988,1429,559,347706,124479,223227
DISTRICT,2011,Kheda,Rural,359691,1776276,915197,861079,232225,122031,110194,86794,44935,41859,27275,14255,13020,1257241,722445,534796,519035,192752,326283,758080,528535,229545,568726,461277,107449,214446,200939,13507,222165,170653,51512,5806,4219,1587,126309,85466,40843,189354,67258,122096,16879,7776,9103,115078,42883,72195,3390,887,2503,54007,15712,38295,174935,60833,114102,15255,7058,8197,105805,38726,67079,3004,751,2253,50871,14298,36573,14419,6425,7994,1624,718,906,9273,4157,5116,386,136,250,3136,1414,1722,1018196,386662,631534
DISTRICT,2011,Khargone (West Nimar),Urban,58673,298856,153725,145131,38463,20226,18237,31383,16101,15282,29216,14683,14533,213445,117657,95788,85411,36068,49343,101589,80463,21126,92245,74962,17283,3509,3019,490,9661,5287,4374,3641,2752,889,75434,63904,11530,9344,5501,3843,184,66,118,2163,698,1465,599,291,308,6398,4446,1952,7707,4555,3152,149,57,92,1798,585,1213,534,268,266,5226,3645,1581,1637,946,691,35,9,26,365,113,252,65,23,42,1172,801,371,197267,73262,124005
DISTRICT,2011,Khargone (West Nimar),Rural,309315,1574190,799396,774794,261527,134532,126995,177708,90912,86796,700953,352144,348809,772789,457771,315018,801401,341625,459776,792530,437791,354739,664490,391960,272530,275449,168232,107217,323415,170978,152437,5390,3595,1795,60236,49155,11081,128040,45831,82209,27943,7006,20937,90473,33160,57313,1894,861,1033,7730,4804,2926,110318,39111,71207,23132,5302,17830,79368,29207,50161,1531,706,825,6287,3896,2391,17722,6720,11002,4811,1704,3107,11105,3953,7152,363,155,208,1443,908,535,781660,361605,420055
DISTRICT,2011,Khandwa (East Nimar),Urban,50473,259436,133146,126290,33252,17366,15886,34138,17349,16789,18333,9456,8877,190626,103356,87270,68810,29790,39020,85268,68937,16331,75316,62837,12479,2504,2176,328,3838,2530,1308,4151,3607,544,64823,54524,10299,9952,6100,3852,138,66,72,1645,548,1097,402,170,232,7767,5316,2451,8415,5229,3186,121,59,62,1475,509,966,321,142,179,6498,4519,1979,1537,871,666,17,7,10,170,39,131,81,28,53,1269,797,472,174168,64209,109959
DISTRICT,2011,Khandwa (East Nimar),Rural,216182,1050625,541183,509442,174888,90364,84524,122463,63348,59115,440789,225411,215378,540989,328903,212086,509636,212280,297356,527708,300739,226969,417077,260429,156648,157557,107671,49886,217359,119414,97945,3757,2590,1167,38404,30754,7650,110631,40310,70321,19138,5572,13566,83781,30363,53418,1542,671,871,6170,3704,2466,94025,34578,59447,15291,4333,10958,72396,26594,45802,1201,517,684,5137,3134,2003,16606,5732,10874,3847,1239,2608,11385,3769,7616,341,154,187,1033,570,463,522917,240444,282473
DISTRICT,2011,Khammam,Urban,171064,655911,324207,331704,64354,33052,31302,96008,46574,49434,55661,26513,29148,480701,254134,226567,175210,70073,105137,238538,174949,63589,206851,157946,48905,4073,3398,675,23788,12298,11490,4691,3247,1444,174299,139003,35296,31687,17003,14684,354,217,137,9914,4079,5835,1308,560,748,20111,12147,7964,27342,14883,12459,334,204,130,8406,3527,4879,1030,415,615,17572,10737,6835,4345,2120,2225,20,13,7,1508,552,956,278,145,133,2539,1410,1129,417373,149258,268115
DISTRICT,2011,Khammam,Rural,582970,2141459,1066781,1074678,217568,110904,106664,366888,183331,183557,709904,352019,357885,1149533,647506,502027,991926,419275,572651,1171524,627957,543567,1009020,564674,444346,208992,143165,65827,643554,300523,343031,10503,6750,3753,145971,114236,31735,162504,63283,99221,11553,5190,6363,127281,45046,82235,3297,1409,1888,20373,11638,8735,141843,54635,87208,10002,4481,5521,112429,39270,73159,2421,1029,1392,16991,9855,7136,20661,8648,12013,1551,709,842,14852,5776,9076,876,380,496,3382,1783,1599,969935,438824,531111
DISTRICT,2011,Khagaria,Urban,16106,87159,46505,40654,14206,7397,6809,6578,3526,3052,96,48,48,55984,31853,24131,31175,14652,16523,23208,20211,2997,19261,17118,2143,1226,1174,52,1975,1653,322,1175,857,318,14885,13434,1451,3947,3093,854,156,117,39,842,668,174,373,221,152,2576,2087,489,3101,2486,615,154,115,39,626,491,135,286,183,103,2035,1697,338,846,607,239,2,2,0,216,177,39,87,38,49,541,390,151,63951,26294,37657
DISTRICT,2011,Khagaria,Rural,312717,1579727,837281,742446,326674,169610,157064,240583,126665,113918,579,304,275,712044,429300,282744,867683,407981,459702,537597,378005,159592,287022,235059,51963,74139,65715,8424,143812,115879,27933,9672,5463,4209,59399,48002,11397,250575,142946,107629,28996,16814,12182,179102,102286,76816,9596,3555,6041,32881,20291,12590,208020,124917,83103,23629,14817,8812,149180,89545,59635,7206,2859,4347,28005,17696,10309,42555,18029,24526,5367,1997,3370,29922,12741,17181,2390,696,1694,4876,2595,2281,1042130,459276,582854
DISTRICT,2011,Kendujhar,Urban,56824,253059,131820,121239,34462,17774,16688,36444,18401,18043,58941,29672,29269,171829,97803,74026,81230,34017,47213,84068,70032,14036,73545,63092,10453,2133,2017,116,1874,1518,356,2343,1737,606,67195,57820,9375,10523,6940,3583,394,315,79,1684,914,770,457,253,204,7988,5458,2530,8621,5853,2768,358,288,70,1382,791,591,356,206,150,6525,4568,1957,1902,1087,815,36,27,9,302,123,179,101,47,54,1463,890,573,168991,61788,107203
DISTRICT,2011,Kendujhar,Rural,348448,1548674,774667,774007,224941,114111,110830,172913,86283,86630,759937,376255,383682,880689,507316,373373,667985,267351,400634,682446,428045,254401,368952,299603,69349,156705,140238,16467,82764,53268,29496,9664,7075,2589,119819,99022,20797,313494,128442,185052,38812,22911,15901,223753,76916,146837,8850,3223,5627,42079,25392,16687,253801,104842,148959,32853,19660,13193,182934,62432,120502,6879,2627,4252,31135,20123,11012,59693,23600,36093,5959,3251,2708,40819,14484,26335,1971,596,1375,10944,5269,5675,866228,346622,519606
DISTRICT,2011,Kendrapara ,Urban,16066,83534,42761,40773,9021,4755,4266,16089,8178,7911,622,324,298,65780,35211,30569,17754,7550,10204,27192,23025,4167,23076,20780,2296,1942,1849,93,1537,1345,192,537,446,91,19060,17140,1920,4116,2245,1871,569,181,388,1345,619,726,285,115,170,1917,1330,587,3294,1807,1487,489,154,335,1007,462,545,212,93,119,1586,1098,488,822,438,384,80,27,53,338,157,181,73,22,51,331,232,99,56342,19736,36606
DISTRICT,2011,Kendrapara ,Rural,305868,1356827,675053,681774,152138,78899,73239,293691,147353,146338,8862,4424,4438,1023485,544759,478726,333342,130294,203048,439698,363357,76341,299189,275110,24079,121033,117594,3439,68599,63775,4824,8724,7599,1125,100833,86142,14691,140509,88247,52262,25720,15749,9971,72383,49394,22989,6998,3231,3767,35408,19873,15535,114823,76284,38539,19887,13635,6252,59649,42912,16737,5619,2692,2927,29668,17045,12623,25686,11963,13723,5833,2114,3719,12734,6482,6252,1379,539,840,5740,2828,2912,917129,311696,605433
DISTRICT,2011,Kaushambi,Urban,21653,124456,65150,59306,18357,9584,8773,22803,12047,10756,92,53,39,74382,43099,31283,50074,22051,28023,40988,30260,10728,30140,23917,6223,3442,2837,605,6730,5082,1648,2065,1324,741,17903,14674,3229,10848,6343,4505,323,182,141,4672,2347,2325,1380,748,632,4473,3066,1407,9005,5313,3692,280,160,120,3672,1838,1834,1230,666,564,3823,2649,1174,1843,1030,813,43,22,21,1000,509,491,150,82,68,650,417,233,83468,34890,48578
DISTRICT,2011,Kaushambi,Rural,256198,1475140,773335,701805,253815,131928,121887,532594,279256,253338,101,49,52,739042,464180,274862,736098,309155,426943,598098,372384,225714,385172,268545,116627,108793,82683,26110,180184,115097,65087,14678,8401,6277,81517,62364,19153,212926,103839,109087,28544,12312,16232,129824,59014,70810,12368,5647,6721,42190,26866,15324,169746,84761,84985,22204,9777,12427,102256,47539,54717,9826,4592,5234,35460,22853,12607,43180,19078,24102,6340,2535,3805,27568,11475,16093,2542,1055,1487,6730,4013,2717,877042,400951,476091
DISTRICT,2011,Katni ,Urban,56429,263543,136825,126718,31379,16541,14838,33793,17292,16501,21662,10892,10770,197821,108743,89078,65722,28082,37640,88557,70833,17724,77462,63755,13707,1590,1346,244,1461,1044,417,3275,2230,1045,71136,59135,12001,11095,7078,4017,201,125,76,1207,656,551,537,242,295,9150,6055,3095,9251,6026,3225,190,118,72,865,474,391,427,206,221,7769,5228,2541,1844,1052,792,11,7,4,342,182,160,110,36,74,1381,827,554,174986,65992,108994
DISTRICT,2011,Katni ,Rural,233122,1028499,525188,503311,162016,83220,78796,121924,62077,59847,296037,148907,147130,592952,351840,241112,435547,173348,262199,455317,277577,177740,238682,172236,66446,81687,64896,16791,82452,53124,29328,13690,6877,6813,60853,47339,13514,216635,105341,111294,29334,15045,14289,138782,63989,74793,13759,4567,9192,34760,21740,13020,168517,83683,84834,23551,12424,11127,107611,50868,56743,11060,3548,7512,26295,16843,9452,48118,21658,26460,5783,2621,3162,31171,13121,18050,2699,1019,1680,8465,4897,3568,573182,247611,325571
DISTRICT,2011,Katihar,Urban,53564,273822,144686,129136,40308,20788,19520,31777,16691,15086,5865,3095,2770,180433,102172,78261,93389,42514,50875,77183,65971,11212,63062,55430,7632,2883,2510,373,7296,6425,871,1889,1501,388,50994,44994,6000,14121,10541,3580,955,812,143,5152,3674,1478,799,547,252,7215,5508,1707,12324,9143,3181,929,792,137,4383,3083,1300,597,394,203,6415,4874,1541,1797,1398,399,26,20,6,769,591,178,202,153,49,800,634,166,196639,78715,117924
DISTRICT,2011,Katihar,Rural,565512,2797207,1455744,1341463,580024,295603,284421,231323,119738,111585,174106,89095,85011,1099757,660084,439673,1697450,795660,901790,936383,694551,241832,604540,500201,104339,136176,122619,13557,392627,317670,74957,8934,5536,3398,66803,54376,12427,331843,194350,137493,28843,18648,10195,267216,156498,110718,8955,3059,5896,26829,16145,10684,268143,164028,104115,23466,15794,7672,217500,132621,84879,5630,2225,3405,21547,13388,8159,63700,30322,33378,5377,2854,2523,49716,23877,25839,3325,834,2491,5282,2757,2525,1860824,761193,1099631
DISTRICT,2011,Kathua,Urban,17932,89713,47983,41730,9535,5262,4273,21531,11323,10208,1288,671,617,68840,38624,30216,20873,9359,11514,27778,23696,4082,24739,21234,3505,1185,860,325,789,762,27,146,131,15,22619,19481,3138,3039,2462,577,158,88,70,224,210,14,91,73,18,2566,2091,475,2651,2130,521,133,71,62,176,162,14,82,66,16,2260,1831,429,388,332,56,25,17,8,48,48,0,9,7,2,306,260,46,61935,24287,37648
DISTRICT,2011,Kathua,Rural,101651,526722,278126,248596,74401,40571,33830,119693,63321,56372,52019,27022,24997,320364,189875,130489,206358,88251,118107,172653,137852,34801,118108,102170,15938,45206,38247,6959,9363,8223,1140,2080,1545,535,61459,54155,7304,54545,35682,18863,22984,12406,10578,11190,8403,2787,1635,764,871,18736,14109,4627,41383,27812,13571,16914,9591,7323,8552,6652,1900,1319,610,709,14598,10959,3639,13162,7870,5292,6070,2815,3255,2638,1751,887,316,154,162,4138,3150,988,354069,140274,213795
DISTRICT,2011,Kasaragod,Urban,104170,509047,240897,268150,63975,32741,31234,18761,9178,9583,2763,1276,1487,409460,198786,210674,99587,42111,57476,162189,117013,45176,136597,101899,34698,2457,1981,476,6413,4304,2109,5727,2158,3569,122000,93456,28544,25592,15114,10478,501,304,197,2373,1334,1039,1266,256,1010,21452,13220,8232,20947,12594,8353,423,264,159,1972,1132,840,1038,215,823,17514,10983,6531,4645,2520,2125,78,40,38,401,202,199,228,41,187,3938,2237,1701,346858,123884,222974
DISTRICT,2011,Kasaragod,Rural,169240,798328,387716,410612,91832,46719,45113,34522,17207,17315,46094,22674,23420,628032,317690,310342,170296,70026,100270,300809,208082,92727,236103,173781,62322,18112,14290,3822,21309,15020,6289,12224,2758,9466,184458,141713,42745,64706,34301,30405,2662,1649,1013,8679,5018,3661,5279,878,4401,48086,26756,21330,50767,27752,23015,2212,1388,824,6971,4136,2835,3949,624,3325,37635,21604,16031,13939,6549,7390,450,261,189,1708,882,826,1330,254,1076,10451,5152,5299,497519,179634,317885
DISTRICT,2011,Karur ,Urban,118699,434517,215556,218961,41467,21527,19940,68586,33660,34926,384,196,188,332910,177295,155615,101607,38261,63346,191022,131029,59993,180820,126010,54810,9457,6375,3082,26378,13225,13153,4658,2259,2399,140327,104151,36176,10202,5019,5183,240,82,158,2132,751,1381,570,154,416,7260,4032,3228,8152,3924,4228,222,77,145,1909,676,1233,427,124,303,5594,3047,2547,2050,1095,955,18,5,13,223,75,148,143,30,113,1666,985,681,243495,84527,158968
DISTRICT,2011,Karur ,Rural,168396,629976,312628,317348,61264,31442,29822,152799,75149,77650,191,101,90,394134,224431,169703,235842,88197,147645,352276,198005,154271,327687,187801,139886,74343,45402,28941,156261,72974,83287,5504,2896,2608,91579,66529,25050,24589,10204,14385,1832,1035,797,16066,5614,10452,608,196,412,6083,3359,2724,21570,9038,12532,1678,960,718,14167,4957,9210,471,150,321,5254,2971,2283,3019,1166,1853,154,75,79,1899,657,1242,137,46,91,829,388,441,277700,114623,163077
DISTRICT,2011,Karnal,Urban,93490,454810,240602,214208,53919,29786,24133,80084,42146,37938,0,0,0,330130,183630,146500,124680,56972,67708,152948,125379,27569,132394,111351,21043,4604,4232,372,6572,5319,1253,5695,4728,967,115523,97072,18451,20554,14028,6526,576,385,191,3229,2207,1022,924,520,404,15825,10916,4909,16869,11431,5438,524,349,175,2572,1871,701,705,389,316,13068,8822,4246,3685,2597,1088,52,36,16,657,336,321,219,131,88,2757,2094,663,301862,115223,186639
DISTRICT,2011,Karnal,Rural,198594,1050514,557110,493404,142691,78011,64680,259520,137535,121985,0,0,0,647883,380886,266997,402631,176224,226407,363114,286267,76847,279139,240379,38760,96984,87822,9162,76343,62493,13850,6258,4721,1537,99554,85343,14211,83975,45888,38087,10124,4064,6060,47579,25538,22041,2434,1187,1247,23838,15099,8739,68957,39005,29952,7638,3157,4481,38939,21886,17053,1830,930,900,20550,13032,7518,15018,6883,8135,2486,907,1579,8640,3652,4988,604,257,347,3288,2067,1221,687400,270843,416557
DISTRICT,2011,Karimnagar,Urban,232601,951225,478850,472375,91610,47425,44185,122273,61050,61223,14392,7291,7101,668548,367750,300798,282677,111100,171577,364813,251867,112946,319403,228548,90855,7888,5749,2139,24594,13812,10782,44017,13357,30660,242904,195630,47274,45410,23319,22091,823,434,389,8479,3581,4898,6552,2031,4521,29556,17273,12283,39133,19961,19172,769,402,367,7293,3067,4226,5571,1764,3807,25500,14728,10772,6277,3358,2919,54,32,22,1186,514,672,981,267,714,4056,2545,1511,586412,226983,359429
DISTRICT,2011,Karimnagar,Rural,743421,2825044,1401950,1423094,244443,126222,118221,587484,291431,296053,92353,46204,46149,1538281,889488,648793,1286763,512462,774301,1511955,797596,714359,1270901,707118,563783,336710,213675,123035,560060,268150,291910,100936,25521,75415,273195,199772,73423,241054,90478,150576,14969,6055,8914,163726,56768,106958,16835,3545,13290,45524,24110,21414,208289,77641,130648,12598,4926,7672,142939,49466,93473,14180,2781,11399,38572,20468,18104,32765,12837,19928,2371,1129,1242,20787,7302,13485,2655,764,1891,6952,3642,3310,1313089,604354,708735
DISTRICT,2011,Karimganj,Urban,23151,109700,55354,54346,11626,5926,5700,13721,6827,6894,280,140,140,91037,47096,43941,18663,8258,10405,36244,30014,6230,31127,26579,4548,270,237,33,331,289,42,405,197,208,30121,25856,4265,5117,3435,1682,125,77,48,222,195,27,222,69,153,4548,3094,1454,4563,2997,1566,123,75,48,200,175,25,192,61,131,4048,2686,1362,554,438,116,2,2,0,22,20,2,30,8,22,500,408,92,73456,25340,48116
DISTRICT,2011,Karimganj,Rural,224563,1118986,570510,548476,200334,101712,98622,144169,74557,69612,1660,854,806,704260,388846,315414,414726,181664,233062,362927,289784,73143,262265,229659,32606,79818,75037,4781,36287,32015,4272,7776,4281,3495,138384,118326,20058,100662,60125,40537,14135,9040,5095,30193,20004,10189,9032,2220,6812,47302,28861,18441,81607,49531,32076,11796,7589,4207,25499,16892,8607,7054,1809,5245,37258,23241,14017,19055,10594,8461,2339,1451,888,4694,3112,1582,1978,411,1567,10044,5620,4424,756059,280726,475333
DISTRICT,2011,Kargil,Urban,2191,16338,10082,6256,1569,788,781,8,7,1,11496,5959,5537,12340,8627,3713,3998,1455,2543,7413,6135,1278,6102,5365,737,62,42,20,20,16,4,10,8,2,6010,5299,711,1311,770,541,365,73,292,28,18,10,93,19,74,825,660,165,1135,617,518,354,65,289,25,15,10,76,13,63,680,524,156,176,153,23,11,8,3,3,3,0,17,6,11,145,136,9,8925,3947,4978
DISTRICT,2011,Kargil,Rural,16147,124464,67703,56761,18359,9290,9069,10,5,5,110840,56693,54147,73896,47674,26222,50568,20029,30539,44460,33704,10756,22839,19809,3030,1772,1060,712,504,263,241,262,199,63,20301,18287,2014,21621,13895,7726,6067,3091,2976,3211,1548,1663,857,255,602,11486,9001,2485,14393,9404,4989,3794,1917,1877,2244,1102,1142,611,168,443,7744,6217,1527,7228,4491,2737,2273,1174,1099,967,446,521,246,87,159,3742,2784,958,80004,33999,46005
DISTRICT,2011,Karbi Anglong,Urban,23689,112966,58243,54723,13274,6869,6405,5025,2638,2387,46882,23438,23444,87104,47039,40065,25862,11204,14658,37068,28922,8146,31376,25663,5713,3508,2940,568,1027,618,409,706,439,267,26135,21666,4469,5692,3259,2433,729,347,382,718,285,433,403,139,264,3842,2488,1354,4893,2847,2046,639,301,338,567,209,358,294,99,195,3393,2238,1155,799,412,387,90,46,44,151,76,75,109,40,69,449,250,199,75898,29321,46577
DISTRICT,2011,Karbi Anglong,Rural,153957,843347,431924,411423,138407,70559,67848,39936,20798,19138,491856,249022,242834,470110,267214,202896,373237,164710,208527,346373,217271,129102,229106,175302,53804,160292,125626,34666,19568,12013,7555,4379,1983,2396,44867,35680,9187,117267,41969,75298,58491,21920,36571,39639,11853,27786,4373,862,3511,14764,7334,7430,92703,33519,59184,47577,17801,29776,29975,9134,20841,3421,660,2761,11730,5924,5806,24564,8450,16114,10914,4119,6795,9664,2719,6945,952,202,750,3034,1410,1624,496974,214653,282321
DISTRICT,2011,Karauli,Urban,37933,218105,115454,102651,33381,17887,15494,41405,21917,19488,10492,5778,4714,134426,82092,52334,83679,33362,50317,68349,53855,14494,57277,48691,8586,6017,4209,1808,2251,1410,841,1636,1130,506,47373,41942,5431,11072,5164,5908,1472,299,1173,2850,809,2041,708,204,504,6042,3852,2190,9597,4518,5079,1344,262,1082,2495,735,1760,606,170,436,5152,3351,1801,1475,646,829,128,37,91,355,74,281,102,34,68,890,501,389,149756,61599,88157
DISTRICT,2011,Karauli,Rural,224570,1240143,668185,571958,207976,112407,95569,313060,167332,145728,314468,170422,144046,671423,449812,221611,568720,218373,350347,560377,317203,243174,381060,260398,120662,243728,154438,89290,43542,22877,20665,4176,2973,1203,89614,80110,9504,179317,56805,122512,84085,21953,62132,66724,17928,48796,3001,1287,1714,25507,15637,9870,144127,43895,100232,65675,14437,51238,55532,14940,40592,2476,1116,1360,20444,13402,7042,35190,12910,22280,18410,7516,10894,11192,2988,8204,525,171,354,5063,2235,2828,679766,350982,328784
DISTRICT,2011,Karaikal,Urban,24184,98102,47671,50431,10752,5405,5347,10547,5093,5454,0,0,0,77815,39687,38128,20287,7984,12303,32905,26032,6873,29690,24074,5616,285,242,43,1393,1075,318,453,190,263,27559,22567,4992,3215,1958,1257,38,26,12,487,227,260,163,26,137,2527,1679,848,2472,1577,895,36,25,11,344,185,159,122,22,100,1970,1345,625,743,381,362,2,1,1,143,42,101,41,4,37,557,334,223,65197,21639,43558
DISTRICT,2011,Karaikal,Rural,25521,102120,50138,51982,11511,5902,5609,24801,12113,12688,0,0,0,77101,40216,36885,25019,9922,15097,35396,27107,8289,28652,22854,5798,1767,1515,252,7347,5410,1937,539,260,279,18999,15669,3330,6744,4253,2491,282,201,81,3850,2307,1543,172,52,120,2440,1693,747,5598,3671,1927,209,156,53,3315,2054,1261,113,39,74,1961,1422,539,1146,582,564,73,45,28,535,253,282,59,13,46,479,271,208,66724,23031,43693
DISTRICT,2011,Kapurthala ,Urban,60279,282462,150379,132083,28672,15121,13551,64694,33734,30960,0,0,0,215791,119335,96456,66671,31044,35627,103121,84220,18901,92399,78122,14277,2404,2220,184,2818,2286,532,3613,2779,834,83564,70837,12727,10722,6098,4624,263,175,88,956,576,380,546,235,311,8957,5112,3845,9944,5575,4369,255,167,88,856,518,338,491,200,291,8342,4690,3652,778,523,255,8,8,0,100,58,42,55,35,20,615,422,193,179341,66159,113182
DISTRICT,2011,Kapurthala ,Rural,107710,532706,275932,256774,57353,30852,26501,212013,110167,101846,0,0,0,360776,196919,163857,171930,79013,92917,181044,151342,29702,155809,134906,20903,50641,47311,3330,30070,24832,5238,4593,3650,943,70505,59113,11392,25235,16436,8799,1944,1272,672,8543,5550,2993,1109,630,479,13639,8984,4655,21045,13699,7346,1648,1078,570,7031,4688,2343,855,487,368,11511,7446,4065,4190,2737,1453,296,194,102,1512,862,650,254,143,111,2128,1538,590,351662,124590,227072
DISTRICT,2011,Kanshiram Nagar,Urban,47164,288207,151609,136598,43135,23004,20131,31424,16769,14655,30,14,16,159322,92241,67081,128885,59368,69517,83695,70671,13024,67111,58134,8977,6135,5932,203,7796,7321,475,7757,3559,4198,45423,41322,4101,16584,12537,4047,574,439,135,4370,3863,507,2314,824,1490,9326,7411,1915,13842,10629,3213,427,363,64,3771,3420,351,2028,730,1298,7616,6116,1500,2742,1908,834,147,76,71,599,443,156,286,94,192,1710,1295,415,204512,80938,123574
DISTRICT,2011,Kanshiram Nagar,Rural,190739,1148512,612556,535956,205624,108392,97232,222875,119043,103832,120,66,54,565528,360562,204966,582984,251994,330990,389070,304542,84528,287146,256909,30237,184431,173291,11140,55870,50001,5869,7092,3358,3734,39753,30259,9494,101924,47633,54291,37948,12395,25553,39058,24903,14155,5329,1482,3847,19589,8853,10736,77725,38265,39460,26052,8446,17606,31888,21367,10521,4003,1129,2874,15782,7323,8459,24199,9368,14831,11896,3949,7947,7170,3536,3634,1326,353,973,3807,1530,2277,759442,308014,451428
DISTRICT,2011,Kanpur Nagar,Urban,569962,3015645,1622546,1393099,295847,158664,137183,379032,204574,174458,3268,1839,1429,2232870,1234812,998058,782775,387734,395041,1009363,855890,153473,816501,715050,101451,12231,10198,2033,18120,15470,2650,39482,33611,5871,746668,655771,90897,192862,140840,52022,4366,2605,1761,10544,8196,2348,10131,6455,3676,167821,123584,44237,159084,113219,45865,4070,2387,1683,8757,6751,2006,7947,5156,2791,138310,98925,39385,33778,27621,6157,296,218,78,1787,1445,342,2184,1299,885,29511,24659,4852,2006282,766656,1239626
DISTRICT,2011,Kanpur Nagar,Rural,293376,1565623,837260,728363,214077,113604,100473,437722,235029,202693,485,269,216,1010152,594367,415785,555471,242893,312578,562869,443981,118888,412665,352104,60561,162345,146896,15449,142084,116218,25866,11459,8331,3128,96777,80659,16118,150204,91877,58327,19605,9680,9925,88042,53342,34700,7666,3450,4216,34891,25405,9486,120739,75693,45046,15362,7813,7549,71433,44753,26680,5534,2491,3043,28410,20636,7774,29465,16184,13281,4243,1867,2376,16609,8589,8020,2132,959,1173,6481,4769,1712,1002754,393279,609475
DISTRICT,2011,Kanpur Dehat,Urban,30984,173423,91747,81676,22287,11907,10380,28572,15217,13355,40,21,19,120857,67813,53044,52566,23934,28632,53305,45330,7975,42401,37718,4683,5268,4957,311,6665,5699,966,2225,1835,390,28243,25227,3016,10904,7612,3292,414,285,129,3198,2336,862,818,345,473,6474,4646,1828,9154,6427,2727,370,255,115,2689,1959,730,647,274,373,5448,3939,1509,1750,1185,565,44,30,14,509,377,132,171,71,100,1026,707,319,120118,46417,73701
